pk,sk,assigned_cohort,fee,status,accept_reject_date,amount_to_be_paid,transaction_id,payment_status,i_agree_to_terms_and_conditions_of_global_shala,modified_at,apply_date,from_where_did_you_hear_about_us,accept_reject_reason,category,not_started_date,cohort_p2,cohort_p1,relation_id,reward_awarded_date,completion_date,withdraw_reason,team_name,team_code,application_id,i_have_read_and_agreed_to_the_terms_and_conditions,team_creator,send_for_approval_mechanism_t_c,please_identify_your_student_status,i_understand_that_i_will_have_to_commit_at_least56_hours_each_w,why_do_you_want_to_apply_for_this_internship1,i_will_be_available_from79_pm_ist730930_am_cst_for_meetings_onc,from_which_medium_did_you_hear_about_the_internship,why_do_you_want_to_apply_for_this_internship,withdraw_date,created_at,external_reference_url,work_item_sk,i_understand_that_this_is_the_first_step_towards_my_application,how_did_you_hear_about_this_opportunity,can_you_share_an_experience_where_you_proactively_pursued_learn,dropped_out_date,appear_in_wishlist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#7ddb49b8-71e7-43ba-89de-ba5564db97ff,Learner#0000000010DZDD906P2K2AXHYB,B0NMGYB,,1070,1691563415009,0,,unpaid,TRUE,1692263332537,2023-08-09T06:42:09.168Z,social Media,Accepted by automation,,,,BI39WXP,,,,,,,,,,,,,,,,,,1691563329168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#13c5db90-b9df-4192-a33c-23c23b416481,Learner#0000000010PHPVJ95GAXYKZW1V,BC4CBBV,,1055,1769607037526,0,,unpaid,TRUE,1769607175135,2026-01-15T12:26:51.508Z,Other,Candidate meets all requirements,,1769607174560,,BC4CBBV,,,,,,,,,,,,,,,,,,1768480011508,,WorkItem#00000000108C9ZB8VX2CJ1DVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#3f19024d-9ba5-43de-bdc7-0d4f42829bb4,Learner#0000000010PHPVJ95GAXYKZW1V,BC4CBBV,,1070,1769606535262,0,,unpaid,TRUE,1769606537915,2026-01-16T11:19:48.486Z,Illinois Institute of Technology,Candidate meets all requirements,,,,BC4CBBV,,,,,,,,,,,,,,,,,,1768562388486,,WorkItem#00000000108ACEYX2NDKNZ0Y92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010ZW6BNKEF6081MEBV,,0,,,,,,,1742985933656,,,,Engagement,,,,,,,,,,,,,,,,,,,,,1742453129321,,WorkItem#0000000010RNQ9S4J8X2FSQY3A,,,,,"'""question'"":'""Question2'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#6f4d2a2c-afb6-486b-b64e-f9106fdaafb5,Learner#0000000010EGGKVTE5AZHTHF1J,BZRIJV8,,1120,1686379437958,0,,unpaid,,1686380319098,2023-06-10T06:43:47.035Z,Social Media,Accepted by automation,,,,BZRIJV8,,1686380318818,1686380318818,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#03db4b84-a7e6-4ea9-951b-ac34ca7ae258,Learner#0000000010G4SVD7AEMBAFQ5XM,,,1030,1756464920233,0,,unpaid,,1756464920347,2025-08-29T06:10:47.496Z,Northeastern University,Irrelevant answers that donâ€™t address the question,,,,BMWHNKX,,,,,12345678,TCQBOO3,12345678,TRUE,,automatic,,,,,,,,1756447847496,,WorkItem#000000001059B50D175VBE7DC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010H1MRT2R907DVNJ26,,0,,,,,,,1750657223929,,,,Competition,,,,,,,,,,,,,,,,,,,,,1726061504506,,WorkItem#0000000010XNDFNZC3ACXJFX2F,,,,,"{'""sk'"":'""Testimonial#0000000010CJDQRFFQMQRQCBYT'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010P10G72RNETRGDNZX,,0,,,,,,,1770192544593,,,,Career,,,,,,,,,,,,,,,,,,,,,1770192544593,,WorkItem#0000000010V8ZVWSXQQC7NG876,,,,,"{'""serial_number'"":'""0'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#f6ed8644-e0ab-4194-941f-06bb193f80ae,Learner#0000000010P144FSSY9D9GGZQC,BVQ1F1C,,1120,1697614502461,0,,unpaid,,1697629246495,2023-10-18T07:35:02.168Z,Saint Louis University,This is an auto approved opportunity,,,,BVQ1F1C,,1697629246255,1697629246255,,,,I want to improve My knowledge,TRUE,,,,,,,,I want to improve My knowledge,,1697614502168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000106JXGQX1HM3R4CBFR,,1,,,,,,,1764065941702,,,,Internship,,,,,,,,,,,,,,,,,,,,,1764065941702,,WorkItem#00000000108DD1XSXF0JMW3H4W,,,,,"{'""serial_number'"":'""0'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#c4b7e8ad-5ce9-47ce-a9ec-ee9fca932934,Learner#0000000010DZMFW4ZSZHCADA41,,,1040,1718904023469,0,,unpaid,,1718904025305,2024-06-20T17:17:34.642Z,Social Media,done,,,,BR3K1BZ,,,,,,,,TRUE,,,,,,,,sefeqf,,1718903854643,,WorkItem#000000001084A8858FQ9AVY875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#b0012672-3be3-47a2-a62c-a50742e757e3,Learner#0000000010PHPVJ95GAXYKZW1V,,,1030,1768552377171,0,,unpaid,TRUE,1768552377225,2026-01-16T06:27:47.601Z,Illinois Institute of Technology,Irrelevant answers that donâ€™t address the question,,,,BC4CBBV,,,,,,,,,,,,,,,,,,1768544867601,,WorkItem#00000000100EYG8J6SY0N1GQQ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#d18c070c-a30d-475d-8a64-91604ae28e71,Learner#0000000010T0NF3WSB4YFEBQ1M,BVY8IRJ,,1120,1686834556298,0,,unpaid,TRUE,1686835393474,2023-06-15T13:09:04.986Z,Social Media,Accepted by automation,,,,BVY8IRJ,,1686835393274,1686835393274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010YXEJQC9AMN1C4Z43,,0,,,,,,,1689069144931,,,,Masterclass,,,,,,,,,,,,,,,,,,,,,1689069144931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#f9f52ded-a970-4700-830a-c13df19749e6,Learner#0000000010PHPVJ95GAXYKZW1V,,,1030,1768554523276,0,,unpaid,TRUE,1768554523325,2026-01-16T08:55:36.679Z,Illinois Institute of Technology,Irrelevant answers that donâ€™t address the question,,,,BC4CBBV,,,,,,,,,,,,,,,,,,1768553736679,,WorkItem#00000000104YB71WWPRA2BQ142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#214f8fe1-931e-4da8-b485-1a5633833368,Learner#0000000010T0NF3WSB4YFEBQ1M,,,1010,,0,,unpaid,TRUE,1689260425250,2023-07-13T15:00:25.250Z,My Friend Or Relative,,,,,BVY8IRJ,,,,,,,,,,,,,,,,,,1689260425250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010P1P7D30N4AWJFCR0,,5,,,,,,,1747036355788,,,,Event,,,,,,,,,,,,,,,,,,,,,1747036355788,,WorkItem#0000000010C5CGQ2N8HW7VYRP5,,,,,"'""is_frozen'"":'""false'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010ZSE8PGRR6Y5CCA5F,,0,,,,,,,1765949319429,,,,Internship,,,,,,,,,,,,,,,,,,,,,1765949319429,,WorkItem#00000000105F4MH40FD9SDTNGJ,,,,,"'""question'"":'""week 1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'rs'"":'""false'""","'""ct'"":'""1765948830433'""","'""PE'"":['""{\'""sk\'"":\'""PE#1765948830433X\'""","\'""ct\'"":\'""1765948830433\'""","\'""mt\'"":\'""1765948830433\'""}'""","'""{\'""sk\'"":\'""PE#1765948830434f\'""","\'""ct\'"":\'""1765948830434\'""","\'""mt\'"":\'""1765948830434\'""}'""]","'""ne'"":'""Data Visualization Early Remote Internship'""","'""mt'"":'""1765948830433'""}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#09f8a324-2db8-4fed-b6c9-fa1e19f1d69e,Learner#0000000010T0XNBZMH8ZXKDXXC,BK4MPG0,,1070,1684322547306,0,,unpaid,,1684322548838,2023-05-01T14:22:16.082Z,Social Media,test,,,BC6I243,BK4MPG0,,,,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000106K5PNHK4D7RMPZB6,,0,,,,,,,1764150401713,,,,Internship,,,,,,,,,,,,,,,,,,,,,1764150401713,,WorkItem#0000000010XZCR6TGKAWCWQYXJ,,,,,"'""ans_type'"":'""string'""}","{'Page'"":['""{\'""sk\'"":\'""Pe#1764150376110\'""","\'""ma\'"":\'""1764150376110\'""","\'""ca\'"":\'""1764150376110\'""}'""]","'""ma'"":'""1764150376110'""","'""ca'"":'""1764150376110'""","'""ne'"":'""Assignment first'""","'""ra'"":'""false'""}","{'""Page'"":['""{\'""sk\'"":\'""Pe#1764150376111\'""","\'""ma\'"":\'""1764150376110\'""","\'""ca\'"":\'""1764150376110\'""}'""","'""{\'""sk\'"":\'""Pe#1764150376112\'""","\'""ma\'"":\'""1764150376110\'""","\'""ca\'"":\'""1764150376110\'""}'""]","'""ma'"":'""1764150376110'""","'""ca'"":'""1764150376110'""","'""ne'"":'""Assignment Second'""","'""ra'"":'""true'""}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#44e622dc-ad15-42e2-b511-1baeb9c340e1,Learner#0000000010RCCBQ9BYCA3VKVXE,BUDD2DV,,1120,1690970424742,0,,unpaid,,1690974561729,2023-08-02T10:00:10.023Z,Social Media,Accepted by automation,,,,BUDD2DV,,1690974561390,1690974561390,,,,,TRUE,,,,,,,,Applying from cypress automation testing.,,1690970410023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#39d44a43-5dd4-4ffe-9b57-83541cb11b7a,Learner#0000000010B6GXRN8DH6P42E6A,,,1020,1764154038581,10,,unpaid,,1764154038635,2025-11-26T10:46:44.933Z,Saint Louis University,Candidate meets all requirements,,,,BIDXL1Q,,,,,,,Why do you want to apply for this Internship? *,TRUE,,,,,,,,sdsdsd,,1764154004933,,WorkItem#0000000010KFR9NTSGXZX7R3Y8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#3b905cd4-28e9-475c-ab0b-6a1d1ca9293b,Learner#00000000103FR93T0FBKYS9PST,BZIHC2R,,1070,1744874461068,0,,unpaid,,1744874464239,2025-04-17T07:20:25.752Z,Saint Louis University,Opportunity name Reminders,,,BIJPGUJ,BZIHC2R,,,,,,,Why do you want to apply for this Internship? *,TRUE,,,,,,,,Why do you want to apply for this Internship? *,,1744874425752,,WorkItem#00000000108FS4226A6HBAP53Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010KKG6AKX0AY4GBVVJ,,0,,,,,,,1756719485622,,,,Event,,,,,,,,,,,,,,,,,,,,,1756719485622,,WorkItem#0000000010B2CAV511RSTNPXN2,,,,,"'""is_frozen'"":'""false'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#f9f52ded-a970-4700-830a-c13df19749e6,Learner#00000000106ZCF30N4FN70154S,BNECSO7,,1070,1713358176930,50,,paid,,1713358884857,2024-04-17T12:49:12.115Z,Social Media,accept,,,,BNECSO7,,,,,,,,TRUE,,,,,,,,aa,,1713358152116,,WorkItem#0000000010WFGK1WEGVX6JGDB9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010YXG5DQA7Q5DWS4AC,,0,,,,,,,1721202846440,,,,Career,,,,,,,,,,,,,,,,,,,,,1721198182799,,WorkItem#0000000010HYNZGFG0X3F4RTTQ,,,,,"{'""serial_number'"":'""1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010P1RFGG8QQEKCCDFN,,0,,,,,,,1715153998316,,,,Competition,,,,,,,,,,,,,,,,,,,,,1715062871623,,WorkItem#0000000010XAMRD23G474KTG08,,,,,"'""code'"":'""QX73LLZ'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#66616bc8-02aa-4ad8-92b5-b1881b3c81d2,Learner#0000000010T0XNBZMH8ZXKDXXC,B8P1VWF,,1070,1682599090713,0,,unpaid,,1682599092545,2023-04-25T09:46:04.020Z,GlobalShala Website,eryrxyrt,,,,B8P1VWF,,,,,,,,TRUE,,,,,,,,Testing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#fcf7c7e4-0560-4d4d-8db7-ce9044d0bc6e,Learner#0000000010T0XTXP8GAPTHS5T4,,,1020,1713271840798,1000,,unpaid,,1713271841518,2024-04-16T11:28:53.536Z,GlobalShala Website,",,dc",,,,BXEEZ4O,,,,,,,,TRUE,,,,,,,,jnk,,1713266933537,,WorkItem#0000000010EB1RFMV3BRXQ2W91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#0000000010KKQ8HZ16ZQT42PBT,,0,,,,,,,1722315746428,,,,Career,,,,,,,,,,,,,,,,,,,,,1722315746428,,WorkItem#0000000010JVM5C57Y15DDM1EJ,,,,,"{'""serial_number'"":'""1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#,Learner#00000000106K5PNHK4D7RMPZB611,,0,,,,,,,1764150401713,,,,Internship,,,,,,,,,,,,,,,,,,,,,1764150401713,,WorkItem#0000000010XZCR6TGKAWCWQYXJ,,,,,"'""ans_type'"":'""string'""}",,,,,,,,,,,,,,,,,"{'ct'"":'""1764150376110'""","'""rs'"":'""false'""","'""PE'"":['""{\'""sk\'"":\'""PE#1764118708485d\'""","\'""ct\'"":\'""1764150376110\'""","\'""mt\'"":\'""1764150376110\'""}'""]","'""mt'"":'""1764150376110'""","'""ne'"":'""Assignment first'""}""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learner#2240afd2-69e5-4e41-8579-165a87ad5181,Learner#0000000010P265HJSD5GJZYN2Q,BG6EPRB,,1055,1699244645726,0,,unpaid,TRUE,1699244673460,2023-11-06T04:23:50.926Z,Illinois Tech,Accepted by automation,,1699244673104,,BG6EPRB,,,,,,,,,,,,,,,,,,1699244630926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
